	NotOutlier_GATA3.Mutation.Status_False	NotOutlier_GATA3.Mutation.Status_True	Outliers_GATA3.Mutation.Status_False	Outliers_GATA3.Mutation.Status_True	fisherp_GATA3.Mutation.Status_False	fisherp_GATA3.Mutation.Status_True	fisherFDR_GATA3.Mutation.Status_False	fisherFDR_GATA3.Mutation.Status_True
NP_000928	1493.0	138.0	73.0	6.0	1.0		1.0	
NP_001002909	828.0	81.0	82.0	5.0	0.4239016109375615		1.0	
NP_001003698	1040.0	101.0	55.0	3.0	0.4727487785041364		1.0	
NP_001005751	2345.0	230.0	86.0	6.0	0.5739406678912103		1.0	
NP_001014972	977.0	92.0	54.0	5.0	1.0		1.0	
NP_001025053	1105.0	119.0	41.0	3.0	0.7932319814434642		1.0	
NP_001030128	1384.0	153.0	39.0	0.0	0.02769400124777928		0.6454553195912685	
NP_001034558	975.0	104.0	53.0	3.0	0.35561572707807376		1.0	
NP_001035905	1404.0	146.0	52.0	3.0	0.47591405389870556		1.0	
NP_001035919	888.0	92.0	35.0	2.0	0.5693862744852819		1.0	
NP_001035932	860.0	78.0	34.0	0.0	0.1033452609204317		0.9577038100012653	
NP_001059	1556.0	156.0	50.0	4.0	0.8131386326740484		1.0	
NP_001092885	722.0	81.0	36.0	1.0	0.24913054522962408		1.0	
NP_001104026	3015.0	329.0	84.0	7.0	0.5942759321087039		1.0	
NP_001106189	1953.0	192.0	69.0	4.0	0.4024541476503656		1.0	
NP_001107018	2140.0	216.0	78.0	6.0	0.6987249050136213		1.0	
NP_001107854	1138.0	110.0	49.0	1.0	0.11830458829427395		0.9577038100012653	
NP_001120982	1422.0	143.0	73.0	4.0	0.30744842629273317		1.0	
NP_001123999	1517.0	153.0	58.0	1.0	0.057802532907980264		0.8443540143283018	
NP_001127854	960.0	93.0	33.0	3.0	1.0		1.0	
NP_001128716	1492.0	143.0	76.0	5.0	0.5441829418660626		1.0	
NP_001155973	683.0	67.0	28.0	1.0	0.5031472654503534		1.0	
NP_001157745	1143.0	110.0	74.0	4.0	0.4008877336130866		1.0	
NP_001158136	1474.0	139.0	52.0	4.0	1.0		1.0	
NP_001186308	905.0	84.0	56.0	3.0	0.47062959480601546		1.0	
NP_001191354	502.0	52.0	39.0	1.0	0.24357277098729696		1.0	
NP_001191397	780.0	83.0	50.0	2.0	0.21937729916354118		1.0	
NP_001230368	967.0	108.0	52.0	1.0	0.053603576862529735		0.8443540143283018	
NP_001230685	1044.0	113.0	39.0	3.0	0.791134174394976		1.0	
NP_001231931	1096.0	106.0	43.0	3.0	0.7917330570876061		1.0	
NP_001240628	1277.0	127.0	50.0	2.0	0.31493096746858995		1.0	
NP_001243111	779.0	76.0	33.0	3.0	1.0		1.0	
NP_001265389	1630.0	178.0	38.0	2.0	0.4235904544278169		1.0	
NP_001408	1072.0	104.0	56.0	4.0	0.8135709653090655		1.0	
NP_001420	603.0	54.0	34.0	3.0	1.0		1.0	
NP_001611	12927.0	1315.0	303.0	13.0	0.0010129382400955052		0.13817303414157284	
NP_001615	1244.0	117.0	43.0	2.0	0.5811687394207368		1.0	
NP_001640	1277.0	135.0	95.0	2.0	0.009313541416318374		0.3166604081548247	
NP_001894	1024.0	112.0	41.0	3.0	0.7938102404012455		1.0	
NP_001972	1098.0	110.0	47.0	3.0	0.6159263065599773		1.0	
NP_002105	1122.0	115.0	37.0	3.0	1.0		1.0	
NP_002130	1197.0	117.0	61.0	4.0	0.6514786190107335		1.0	
NP_002364	2960.0	306.0	78.0	2.0	0.030374367980765576		0.6454553195912685	
NP_002366	2671.0	274.0	146.0	11.0	0.39555008810094183		1.0	
NP_002464	1039.0	122.0	45.0	4.0	0.8113037862986082		1.0	
NP_003248	2072.0	197.0	75.0	6.0	0.8413676729067372		1.0	
NP_003613	1101.0	107.0	54.0	5.0	1.0		1.0	
NP_003760	411.0	42.0	24.0	1.0	0.7157611925193007		1.0	
NP_003904	1478.0	147.0	84.0	7.0	0.8501970475288517		1.0	
NP_004437	739.0	69.0	36.0	3.0	1.0		1.0	
NP_004482	1249.0	126.0	29.0	2.0	1.0		1.0	
NP_004563	1276.0	130.0	54.0	2.0	0.2290155148089147		1.0	
NP_004710	1017.0	99.0	59.0	2.0	0.1599423692265729		1.0	
NP_004726	1011.0	111.0	54.0	2.0	0.15992000290965286		1.0	
NP_004738	1437.0	143.0	54.0	3.0	0.47618809657469574		1.0	
NP_004808	2120.0	209.0	71.0	5.0	0.6803449099622557		1.0	
NP_005076	1375.0	135.0	70.0	6.0	1.0		1.0	
NP_005119	776.0	87.0	28.0	0.0	0.10084225032122407		0.9577038100012653	
NP_005179	472.0	46.0	31.0	3.0	1.0		1.0	
NP_005349	2355.0	239.0	111.0	6.0	0.1842484500901409		1.0	
NP_005372	1103.0	102.0	36.0	2.0	0.7645117328490167		1.0	
NP_005376	764.0	87.0	37.0	3.0	0.7894326054900597		1.0	
NP_005426	1552.0	157.0	43.0	3.0	0.7940210375622285		1.0	
NP_005500	769.0	81.0	41.0	4.0	1.0		1.0	
NP_005535	1715.0	182.0	51.0	1.0	0.08525327327590901		0.9577038100012653	
NP_005602	874.0	84.0	39.0	3.0	1.0		1.0	
NP_005624	548.0	53.0	37.0	2.0	0.5658127841158967		1.0	
NP_005757	917.0	84.0	47.0	2.0	0.422857634088399		1.0	
NP_005830	3328.0	330.0	266.0	11.0	0.002593183268014788		0.13817303414157284	
NP_005875	654.0	66.0	30.0	3.0	1.0		1.0	
NP_005900	5140.0	532.0	76.0	5.0	0.44041109926443067		1.0	
NP_006258	3707.0	384.0	123.0	7.0	0.16399046488406113		1.0	
NP_006303	2622.0	248.0	136.0	11.0	0.7625695071168133		1.0	
NP_006358	535.0	56.0	33.0	3.0	1.0		1.0	
NP_006448	1260.0	124.0	44.0	4.0	1.0		1.0	
NP_006654	1439.0	145.0	40.0	0.0	0.04433817277708406		0.8374988191226989	
NP_006717	1709.0	166.0	48.0	4.0	1.0		1.0	
NP_009131	2670.0	264.0	125.0	11.0	0.87772160794937		1.0	
NP_009297	588.0	57.0	42.0	3.0	0.7884543056476906		1.0	
NP_036222	1236.0	125.0	43.0	4.0	1.0		1.0	
NP_036234	647.0	53.0	42.0	2.0	0.7640481508942005		1.0	
NP_036565	2148.0	203.0	96.0	8.0	0.8591561291670029		1.0	
NP_037450	1481.0	141.0	64.0	2.0	0.11706816016351372		0.9577038100012653	
NP_054706	1421.0	159.0	48.0	4.0	0.8133429445526499		1.0	
NP_054831	1574.0	147.0	49.0	2.0	0.31280862678343446		1.0	
NP_055238	1166.0	117.0	61.0	4.0	0.5109787540851378		1.0	
NP_055315	1299.0	119.0	68.0	6.0	1.0		1.0	
NP_055445	883.0	82.0	49.0	4.0	1.0		1.0	
NP_055446	907.0	88.0	46.0	1.0	0.17426580761460447		1.0	
NP_055617	917.0	90.0	40.0	1.0	0.2504857217135835		1.0	
NP_055816	1933.0	178.0	114.0	8.0	0.6122498899464981		1.0	
NP_055831	856.0	89.0	40.0	4.0	1.0		1.0	
NP_055857	1288.0	121.0	55.0	3.0	0.47423668033285693		1.0	
NP_055872	1025.0	105.0	39.0	2.0	0.5767480500087938		1.0	
NP_055888	1149.0	125.0	43.0	3.0	0.6152616749938589		1.0	
NP_055889	445.0	42.0	29.0	2.0	1.0		1.0	
NP_055940	1513.0	156.0	83.0	4.0	0.17843600232414614		1.0	
NP_055968	820.0	79.0	35.0	2.0	0.7636125873233899		1.0	
NP_055970	901.0	85.0	44.0	2.0	0.42133184914326327		1.0	
NP_055987	1299.0	124.0	48.0	3.0	0.6173914739569321		1.0	
NP_056023	767.0	75.0	42.0	2.0	0.41949187828249235		1.0	
NP_056077	727.0	66.0	30.0	1.0	0.504177263728792		1.0	
NP_056134	1188.0	120.0	38.0	2.0	0.5738559183738488		1.0	
NP_056145	896.0	95.0	36.0	2.0	0.5707745097177529		1.0	
NP_056193	1209.0	133.0	59.0	5.0	0.8287661376128009		1.0	
NP_056272	1162.0	115.0	37.0	2.0	0.5717277702510486		1.0	
NP_056390	971.0	95.0	40.0	3.0	1.0		1.0	
NP_056450	870.0	83.0	41.0	2.0	0.5736931292521485		1.0	
NP_056969	869.0	86.0	56.0	3.0	0.47361619785898024		1.0	
NP_057269	645.0	71.0	32.0	0.0	0.06329941761366617		0.8443540143283018	
NP_057332	1472.0	146.0	54.0	4.0	0.8140735457720054		1.0	
NP_057417	9912.0	966.0	622.0	47.0	0.10529401488191255		0.9577038100012653	
NP_060110	1269.0	121.0	49.0	4.0	1.0		1.0	
NP_060275	546.0	53.0	30.0	2.0	1.0		1.0	
NP_060414	554.0	51.0	49.0	4.0	1.0		1.0	
NP_060439	1069.0	99.0	73.0	4.0	0.39632202190922394		1.0	
NP_060498	744.0	73.0	32.0	3.0	1.0		1.0	
NP_060537	1953.0	189.0	109.0	8.0	0.612483489149275		1.0	
NP_060621	1397.0	136.0	58.0	5.0	1.0		1.0	
NP_060731	618.0	64.0	34.0	1.0	0.35749347771028606		1.0	
NP_060783	874.0	85.0	45.0	3.0	0.7922602795241092		1.0	
NP_060939	788.0	83.0	33.0	0.0	0.0645682481545172		0.8443540143283018	
NP_061322	1227.0	128.0	74.0	7.0	1.0		1.0	
NP_062536	2604.0	264.0	85.0	6.0	0.5768109949832092		1.0	
NP_065176	2029.0	214.0	55.0	3.0	0.36237522416590867		1.0	
NP_065770	1373.0	136.0	56.0	5.0	1.0		1.0	
NP_065805	1374.0	132.0	68.0	6.0	1.0		1.0	
NP_065859	1082.0	110.0	30.0	2.0	0.761751458587717		1.0	
NP_065883	1444.0	137.0	72.0	6.0	1.0		1.0	
NP_065899	2582.0	266.0	72.0	5.0	0.5486488307697519		1.0	
NP_065910	1882.0	193.0	74.0	1.0	0.012209108308190206		0.3459247353987225	
NP_067051	1254.0	122.0	79.0	4.0	0.3105405363959709		1.0	
NP_067643	1310.0	137.0	50.0	4.0	0.812582602913309		1.0	
NP_073752	559.0	49.0	40.0	2.0	0.7640925754296225		1.0	
NP_075463	837.0	88.0	30.0	0.0	0.10251489614703244		0.9577038100012653	
NP_076916	819.0	84.0	41.0	4.0	1.0		1.0	
NP_078772	877.0	80.0	59.0	3.0	0.4714286178761333		1.0	
NP_079410	385.0	43.0	34.0	2.0	0.5602092752235827		1.0	
NP_112604	481.0	47.0	43.0	3.0	0.7869052417039115		1.0	
NP_114128	1449.0	145.0	64.0	3.0	0.27159137461938165		1.0	
NP_115593	1128.0	113.0	56.0	4.0	0.6485495894250244		1.0	
NP_115820	564.0	41.0	35.0	2.0	1.0		1.0	
NP_116114	985.0	102.0	92.0	1.0	0.0032511302150958314		0.13817303414157284	
NP_116253	251.0	24.0	25.0	1.0	0.7084548460183149		1.0	
NP_150241	1365.0	134.0	65.0	3.0	0.27088813879240997		1.0	
NP_203744	960.0	88.0	41.0	3.0	1.0		1.0	
NP_203754	5171.0	542.0	171.0	14.0	0.44366167187733674		1.0	
NP_361013	1223.0	126.0	40.0	2.0	0.4228665614285845		1.0	
NP_444254	1061.0	111.0	47.0	3.0	0.6175438256795311		1.0	
NP_490597	667.0	70.0	37.0	3.0	1.0		1.0	
NP_542417	2129.0	209.0	92.0	7.0	0.7167861184513853		1.0	
NP_543023	810.0	77.0	31.0	2.0	1.0		1.0	
NP_597677	1427.0	137.0	69.0	6.0	1.0		1.0	
NP_597709	486.0	47.0	26.0	2.0	1.0		1.0	
NP_612429	2424.0	288.0	59.0	0.0	0.002143760637000439		0.13817303414157284	
NP_620305	1492.0	137.0	68.0	5.0	0.8288290284742292		1.0	
NP_653205	788.0	74.0	52.0	4.0	1.0		1.0	
NP_663719	1009.0	110.0	42.0	1.0	0.11556427398223745		0.9577038100012653	
NP_680780	984.0	99.0	51.0	5.0	1.0		1.0	
NP_683692	1517.0	148.0	77.0	6.0	0.8418590957500232		1.0	
NP_733751	1222.0	129.0	73.0	4.0	0.30964385235730374		1.0	
NP_733793	960.0	101.0	37.0	3.0	1.0		1.0	
NP_892017	1150.0	119.0	56.0	2.0	0.16081819195488634		1.0	
NP_898868	1367.0	142.0	64.0	4.0	0.3986026821261054		1.0	
NP_909122	432.0	44.0	33.0	3.0	1.0		1.0	
NP_940890	2020.0	194.0	65.0	6.0	1.0		1.0	
NP_976226	696.0	68.0	30.0	2.0	1.0		1.0	
NP_991403	913.0	98.0	37.0	1.0	0.2504861022644378		1.0	
NP_996744	1495.0	151.0	39.0	1.0	0.2553664703286537		1.0	
NP_997006	1147.0	118.0	38.0	3.0	1.0		1.0	
NP_000170	638.0	55.0	28.0	3.0		0.7308854681330095		0.7781600015494912
NP_000312	799.0	81.0	20.0	4.0		0.2723557049269133		0.3887658046134166
NP_000480	2329.0	221.0	108.0	14.0		0.32346250331382914		0.4415387898705483
NP_000884	276.0	22.0	5.0	3.0		0.020602235332014385		0.10418844725047274
NP_001002814	1186.0	108.0	46.0	7.0		0.20864537197613353		0.325673277817404
NP_001003408	1325.0	129.0	19.0	9.0		0.0006027088054095474		0.020002398479529355
