	NotOutlier_PIK3CA.Mutation.Status_False	NotOutlier_PIK3CA.Mutation.Status_True	Outliers_PIK3CA.Mutation.Status_False	Outliers_PIK3CA.Mutation.Status_True	fisherp_PIK3CA.Mutation.Status_False	fisherp_PIK3CA.Mutation.Status_True	fisherFDR_PIK3CA.Mutation.Status_False	fisherFDR_PIK3CA.Mutation.Status_True
NP_060783	628.0	331.0	32.0	16.0	1.0		1.0	
NP_060813	311.0	179.0	22.0	5.0	0.06409452346980404		0.4486616642886283	
NP_060873	620.0	301.0	28.0	9.0	0.3705854764722531		0.7465770609487817	
NP_061155	457.0	240.0	22.0	10.0	0.8495032928547096		1.0	
NP_061173	810.0	433.0	41.0	21.0	1.0		1.0	
NP_061322	892.0	463.0	57.0	24.0	0.4688522622346871		0.8299223952200209	
NP_062536	1874.0	994.0	60.0	31.0	1.0		1.0	
NP_062817	861.0	446.0	33.0	15.0	0.7577188828327637		1.0	
NP_065770	994.0	515.0	46.0	15.0	0.13071355127843176		0.5395659737690376	
NP_065821	714.0	350.0	21.0	6.0	0.30155255562513367		0.6906332560397999	
NP_065905	515.0	284.0	20.0	8.0	0.5483737641875156		0.8889427335250253	
NP_065910	1335.0	740.0	54.0	21.0	0.21863016509289337		0.6727352248098312	
NP_065952	951.0	491.0	52.0	18.0	0.15683206697467417		0.5691362386278003	
NP_066997	573.0	307.0	33.0	7.0	0.025825613530510536		0.2840817488356159	
NP_067051	896.0	480.0	55.0	28.0	0.9057716191748876		1.0	
NP_067652	262.0	139.0	20.0	5.0	0.1899923995418593		0.6360615115097029	
NP_071349	449.0	253.0	27.0	10.0	0.2952286920679267		0.6906332560397999	
NP_071440	309.0	157.0	26.0	5.0	0.04793881507877386		0.36912887610655876	
NP_073585	1095.0	558.0	46.0	23.0	1.0		1.0	
NP_073589	162.0	95.0	20.0	3.0	0.022156163459881566		0.2840817488356159	
NP_073744	575.0	285.0	21.0	4.0	0.08412339498594754		0.4633555283472097	
NP_073752	395.0	213.0	28.0	14.0	0.8688137056786276		1.0	
NP_076413	234.0	122.0	18.0	5.0	0.2603630001906131		0.6906332560397999	
NP_076916	594.0	309.0	33.0	12.0	0.3359159955316322		0.7263971537229199	
NP_077003	520.0	284.0	31.0	13.0	0.5173760791846926		0.8527744907996823	
NP_078779	577.0	316.0	39.0	7.0	0.0039864258673491205		0.10231826392862743	
NP_079524	953.0	520.0	32.0	16.0	0.8784057794377851		1.0	
NP_109590	697.0	387.0	34.0	14.0	0.4410006152957573		0.8181214271183308	
NP_110394	581.0	309.0	25.0	6.0	0.08467762065430356		0.4633555283472097	
NP_114032	366.0	187.0	27.0	13.0	1.0		1.0	
